80b22356a6e980e8c8e1baaa4dd0359b4a6df7120fed6495ba13a9ea0e4a0c2b	Each relation means interaction between _DISEASE_ associated with _PROTEIN_.	PMID:31017923	proteins	PR:000000001	[[82..90]]	neurodegenerative disease	MONDO:0005559	[[40..65]]	null	91	Y	Each relation means interaction between neurodegenerative disease associated with proteins.	A context-based ABC model for literature-based discovery.||||||||In the literature-based discovery, considerable research has been done based on the ABC model developed by Swanson. ABC model hypothesizes that there is a meaningful relation between entity A extracted from document set 1 and entity C extracted from document set 2 through B entities that appear commonly in both document sets. The results of ABC model are relations among entity A, B, and C, which is referred as paths. A path allows for hypothesizing the relationship between entity A and entity C, or helps discover entity B as a new evidence for the relationship between entity A and entity C. The co-occurrence based approach of ABC model is a well-known approach to automatic hypothesis generation by creating various paths. However, the co-occurrence based ABC model has a limitation, in that biological context is not considered. It focuses only on matching of B entity which commonly appears in relation between two entities. Therefore, the paths extracted by the co-occurrence based ABC model tend to include a lot of irrelevant paths, meaning that expert verification is essential.||||In order to overcome this limitation of the co-occurrence based ABC model, we propose a context-based approach to connecting one entity relation to another, modifying the ABC model using biological contexts. In this study, we defined four biological context elements: cell, drug, disease, and organism. Based on these biological context, we propose two extended ABC models: a context-based ABC model and a context-assignment-based ABC model. In order to measure the performance of the both proposed models, we examined the relevance of the B entities between the well-known relations "APOE-MAPT" as well as "FUS-TARDBP". Each relation means interaction between neurodegenerative disease associated with proteins. The interaction between APOE and MAPT is known to play a crucial role in Alzheimer's disease as APOE affects tau-mediated neurodegeneration. It has been shown that mutation in FUS and TARDBP are associated with amyotrophic lateral sclerosis(ALS), a motor neuron disease by leading to neuronal cell death. Using these two relations, we compared both of proposed models to co-occurrence based ABC model.||||The precision of B entities by co-occurrence based ABC model was 27.1% for "APOE-MAPT" and 22.1% for "FUS-TARDBP", respectively. In context-based ABC model, precision of extracted B entities was 71.4% for "APOE-MAPT", and 77.9% for "FUS-TARDBP". Context-assignment based ABC model achieved 89% and 97.5% precision for the two relations, respectively. Both proposed models achieved a higher precision than co-occurrence-based ABC model.
01f6f096d0bc11274f60a0c24df37e82052e0f09d4d38136ae8ef80c527cc5e2	Risk of _DISEASE_ associated with _PROTEIN_ genetic polymorphisms and maternal polycyclic aromatic hydrocarbons exposure.	PMID:31254350	NAT2	PR:000011001	[[50..54]]	congenital heart diseases	MONDO:0005453	[[8..33]]	null	132	Y	Risk of congenital heart diseases associated with NAT2 genetic polymorphisms and maternal polycyclic aromatic hydrocarbons exposure.	Risk of congenital heart diseases associated with NAT2 genetic polymorphisms and maternal polycyclic aromatic hydrocarbons exposure.||||||||N-Acetyltransferase 2 (NAT2) is a phase II xenobiotic-metabolizing enzyme participating in the detoxification of toxic arylamines and aromatic amines. The present study was designed to investigate whether maternal NAT2 genetic polymorphisms are associated with fetal susceptibility to congenital heart diseases (CHDs) and to assess whether the risk is modified by polycyclic aromatic hydrocarbons (PAHs) exposure.||||We conducted a hospital-based case-control study to investigate the association of NAT2 gene polymorphisms (rs1799930 G/A, rs1208 A/G, and rs1799931 G/A) and the combinations of PAHs exposure and genetic variants with the risk of CHDs. Three hundred fifty-seven mothers of CHDs fetuses and 270 control mothers were recruited. Logistic regression models for the risk of CHDs were applied to determine the effect of NAT2 polymorphisms, as well as gene-exposure interactions.||||Our study did not demonstrate an association of maternal NAT2 genetic polymorphisms alone with CHDs occurrence. However, we found that certain genetic polymorphisms of NAT2 in the present of high PAHs exposure have a higher risk of CHDs.||||Our study suggests that the risk of CHDs associated with maternal NAT2 gene polymorphisms is potentiated by PAHs exposure.
394ebaa5b964efb21e07b077fb5009c5e0cbe640d39224293880c095fe71acdd	A case of _DISEASE_ associated with _PROTEIN_ antibody encephalitis.	PMID:31499420	LGI-1	PR:000009779	[[46..51]]	paroxysmal dystonia	MONDO:0016058	[[10..29]]	null	74	Y	A case of paroxysmal dystonia associated with LGI-1 antibody encephalitis.	A case of paroxysmal dystonia associated with LGI-1 antibody encephalitis.
4321a6aade44fc1573da1628a7825c92ca3061d11d75f9d8d540d9493ddfef9e	Bochdalek hernia with _DISEASE_ associated with _PROTEIN_ gene mutation: A case report.	PMID:31574871	RPS19	PR:000023872	[[62..67]]	Diamond-Blackfan anemia	MONDO:0015253	[[22..45]]	null	97	Y	Bochdalek hernia with Diamond-Blackfan anemia associated with RPS19 gene mutation: A case report.	Bochdalek hernia with Diamond-Blackfan anemia associated with RPS19 gene mutation: A case report.||||||||Diamond-Blackfan anemia (DBA) is a rare inherited marrow disorder, characterized by erythrocyte aplasia and is associated with congenital anomalies and a susceptibility to cancer. Although congenital abnormalities have been observed in ∼50% of DBA patients, the occurrence of an associated congenital diaphragmatic hernia (CDH) has rarely been reported.||||A 19-month-old male child was referred to our pediatric hematology-oncology outpatient clinic with anemic appearance. He presented to us with recurrent anemia, short stature, and developmental delay.||||On bone marrow examination, only erythropoietic cells were markedly decreased in number, whereas other cell lines were unaffected. An abdominal computed tomography scan revealed a Bochdalek type of CDH. A genetic analysis revealed heterozygous mutation of RPS19; therefore, he was diagnosed as having DBA with CDH.||||The patient received an initial packed red blood cell transfusion, followed by an administration of oral prednisone.||||The patient is maintained on oral prednisone administered at a dose of 0.3 mg/kg every alternate day and has since a hemoglobin level of >9.0 g/dL without further RBC transfusions.||||We learned that a Bochdalek type of CDH can manifest in a DBA patient with RPS19 gene mutation. Therefore, patients diagnosed with the latter disorder should also be screened for an early detection of potential CDHs.
812fcf77e9c39c146faf358f748ed72be8307b8ba1ce2c03fd7ab830e156ae50	Cardiac manifestations and prognostic implications of hereditary transthyretin _DISEASE_ associated with _PROTEIN_ Ala97Ser.	PMID:31521469	transthyretin	PR:000016801	[[107..120]]	amyloidosis	MONDO:0019065	[[79..90]]	null	130	Y	Cardiac manifestations and prognostic implications of hereditary transthyretin amyloidosis associated with transthyretin Ala97Ser.	Cardiac manifestations and prognostic implications of hereditary transthyretin amyloidosis associated with transthyretin Ala97Ser.||||||||The cardiac manifestations of late-onset hereditary transthyretin amyloidosis with p.A97S variant have not been extensively studied, and the prognostic factors remain unclear.||||The clinical profile, echocardiography, and ECG of patients diagnosed with ATTR p.A97S polyneuropathy between 2000 and 2016 were retrospectively collected. 67 patients with ATTR p.A97S were collected.||||A total of 82% of patients met the criteria for left ventricular (LV) hypertrophy. Reduced global longitudinal strain (GLS) was noted in 42.1% of patients, and 14% of patients had a relative apical sparing pattern. A low voltage pattern in the ECG was observed in 31.3% of patients, while 64.2% presented with a pseudoinfarction pattern. End-systolic LV inner dimension (HR: 2.25 (95% CI: 1.01-5.01), p = 0.048), reduced GLS (HR: 5.26 (1.08-25.0), p = 0.039), relative apical longitudinal strain (RALS>1, HR: 8.57 (1.69-43.3), p = 0.009), increased E/A ratio (HR: 6.51 (1.17-36.4), p = 0.033), and increased QRS duration (HR: 1.02 (1.00-1.04), p = 0.05) were correlated with reduced survival in univariate analysis. Multivariate analysis revealed reduced RALS was significantly correlated with reduced survival (HR: 13.00 (1.81-93.45), p = 0.011).||||Our findings reveal that ATTR p.A97S is a cardiomyopathy as well as a polyneuropathic syndrome. Routine use of more contemporary echocardiographic techniques are recommended to identify cardiac amyloidosis and provide prognostic information.
abfcce36c6f03f3d6235909691f70100d43827cdbfe0c5cfbc439a0bdb97f118	Cerebral venous sinus _DISEASE_ associated with _PROTEIN_ S deficiency during pregnancy: a case report.	PMID:31475594	protein	PR:000000001	[[49..56]]	thrombosis	MONDO:0000831	[[22..32]]	null	102	Y	Cerebral venous sinus thrombosis associated with protein S deficiency during pregnancy: a case report.	Cerebral venous sinus thrombosis associated with protein S deficiency during pregnancy: a case report.
26758d1c23d207d789f461e25bfef63b8caa28ffc6c9b9ea547e66fe9d11fe8a	_DISEASE_ associated with _PROTEIN_ antibodies in a child.	PMID:31454775	contactin-1	PR:000005666	[[66..77]]	Chronic inflammatory demyelinating polyneuropathy	MONDO:0007691	[[0..49]]	null	100	Y	Chronic inflammatory demyelinating polyneuropathy associated with contactin-1 antibodies in a child.	Chronic inflammatory demyelinating polyneuropathy associated with contactin-1 antibodies in a child.
963ed81aa15d2ea06205e64ed8a31e1c866946aa9c5fe682e309ae7ea4d5cdc9	Clinical, imaging and follow-up study of _DISEASE_ associated with _PROTEIN_ antibody: a multicentre study of 62 adult patients.	PMID:31532865	myelin oligodendrocyte glycoprotein	PR:000010514	[[72..107]]	optic neuritis	MONDO:0005885	[[41..55]]	null	159	Y	Clinical, imaging and follow-up study of optic neuritis associated with myelin oligodendrocyte glycoprotein antibody: a multicentre study of 62 adult patients.	Clinical, imaging and follow-up study of optic neuritis associated with myelin oligodendrocyte glycoprotein antibody: a multicentre study of 62 adult patients.||||||||There are few clinico-radiological data on optic neuritis (ON) with myelin oligodendrocyte glycoprotein antibody (MOG-IgG). The objective was to characterize the clinico-radiological phenotype and outcome of patients with MOG-IgG-related ON.||||The records of all adult patients admitted in three medical centres with MOG-IgG-associated ON who underwent orbital and brain magnetic resonance imaging (MRI) at the acute phase were reviewed. Spinal cord MRI within 1 month from the ON and all of the follow-up MRI were reviewed.||||Of 62 patients, 41.9% had bilateral ON and 66.2% optic disc swelling. On initial MRI, lesions were anterior (92%), extensive (63%) and associated with optic perineuritis (46.6%). Silent brain lesions were found in 51.8% of patients but were mainly non-specific (81%). Of 39 individuals with spinal MRI at onset, nine had abnormal findings (four were asymptomatic). Two symptomatic patients had longitudinally extensive myelitis with concurrent H-sign. At last follow-up, 5% of patients had visual acuity ≤0.1. Brain MRI remained unchanged in 41 patients (87%).||||Our study supports a mostly benign ophthalmological course of MOG-IgG-associated ON, despite initially longitudinally extensive lesions and development of optic nerve atrophy on orbital MRI. Spinal MRI could be of interest in detecting silent suggestive lesions.
64761bd76fa4032764ac416fa39b12d7e627dfc073264a6ba7022fd401f6b94d	DAVID syndrome is a recently described, rare disorder characterized by anterior pituitary hormone deficiencies and _DISEASE_ associated with _PROTEIN_ mutations.	PMID:31150062	NFKB2	PR:000011178	[[164..169]]	common variable immunodeficiency	MONDO:0015517	[[115..147]]	null	180	Y	DAVID syndrome is a recently described, rare disorder characterized by anterior pituitary hormone deficiencies and common variable immunodeficiency associated with NFKB2 mutations.	Central diabetes insipidus in a patient with NFKB2 mutation: Expanding the endocrine phenotype in DAVID syndrome.||||||||DAVID syndrome is a recently described, rare disorder characterized by anterior pituitary hormone deficiencies and common variable immunodeficiency associated with NFKB2 mutations. Posterior pituitary hormone deficiencies have not been reported in patients with DAVID syndrome.||||We report a pediatric patient who initially presented with hypogammaglobulinemia and alopecia totalis, who was identified to have a de novo NFKB2 mutation at one year of age. He developed central diabetes insipidus and central adrenal insufficiency at three and four years of age respectively. At seven years of age, he had not developed growth hormone or thyrotropin deficiencies. Whole exome sequencing ruled out known genetic causes of central diabetes insipidus, adrenal insufficiency and hypopituitarism.||||To our knowledge, this is the first report of central diabetes insipidus in a patient with DAVID syndrome due to an NFKB2 mutation. This case report expands the evolving endocrine phenotype associated with NFKB2 mutations beyond anterior pituitary deficiencies.
f6b0f6c1c7dfa488f69d0b603658025c0106c9847a62f732070398940fc85827	Encephalitis seems to be a frequent neurological _DISEASE_ associated with _PROTEIN_-Ab disorders.	PMID:31649008	GAD65	PR:000007786	[[74..79]]	syndrome	MONDO:0002254	[[49..57]]	null	93	Y	Encephalitis seems to be a frequent neurological syndrome associated with GAD65-Ab disorders.	GAD65-Ab encephalitis and subtle focal status epilepticus.||||||||To delineate common epilepsy features associated with the presence of glutamic acid decarboxylase autoantibodies (GAD65-Ab).||||Three consecutive cases of GAD65-Ab encephalitis patients, followed in our neurological department, were investigated with regards to clinical semiology and EEG.||||These patients presented new-onset subtle ictal clinical features. Patients 1 and 2 described prolonged and transitory feelings of "déjà vu - déjà vécu" and a "dreamy state". Patient 3 was admitted for subsequent transient aphasia events followed by paroxysmal behavioural disturbances. Epileptic origin of the symptoms was confirmed using either a standard EEG (observation of temporal status epilepticus in one case) or a prolonged EEG (focal epileptiform activity during an asymptomatic period for two patients). All patients suffered from clinical focal status epilepticus. Patients 1 and 2 presented with temporo-mesial seizures in agreement with the definition for limbic encephalitis, whereas Patient 3 presented with neocortical (lateral temporal and frontal lobe) seizures arguing for a non-limbic encephalitis. A high level of GAD65-Ab was found in cerebral spinal fluid, confirming a diagnosis of epilepsy associated with GAD65-Ab encephalitis.||||Encephalitis seems to be a frequent neurological syndrome associated with GAD65-Ab disorders. Epilepsy may be more frequent and severe than currently suggested, as ictal semiology may be subtle for these outpatients in whom standard EEG is commonly falsely reassuring. Subtle focal status epilepticus is a particular semiology of the GAD65-Ab encephalitis spectrum.
8cc4f513785a0c31e75c40e61680a88783cba6da0ea8fab9ce9834b7cc969aff	Further research is warranted to develop safer hyperkalemia treatment protocols that mitigate this high risk of _DISEASE_ associated with _PROTEIN_ use.	PMID:31205332	insulin	PR:000009054	[[141..148]]	hypoglycemia	MONDO:0004946	[[112..124]]	null	153	Y	Further research is warranted to develop safer hyperkalemia treatment protocols that mitigate this high risk of hypoglycemia associated with insulin use.	Hypoglycemia Associated With Insulin Use During Treatment of Hyperkalemia Among Emergency Department Patients.|||||||| There is a concerning risk of hypoglycemia associated with insulin use during treatment of hyperkalemia in the emergency department. Standard insulin doses may not be appropriate in some cases like patients with lower baseline blood glucose. Further research is warranted to develop safer hyperkalemia treatment protocols that mitigate this high risk of hypoglycemia associated with insulin use.
64f8b092e7373489570724273bad3d85d6f6bd57ee207c7b12fce294e0a054ee	Hidradenitis suppurativa (HS) is a chronic _DISEASE_ associated with _PROTEIN_ resistance (IR), metabolic syndrome and increased cardiovascular risk.	PMID:31786710	insulin	PR:000009054	[[80..87]]	inflammatory disease	MONDO:0021166	[[43..63]]	null	158	Y	Hidradenitis suppurativa (HS) is a chronic inflammatory disease associated with insulin resistance (IR), metabolic syndrome and increased cardiovascular risk.	Circulating levels of adiponectin, leptin, resistin and visfatin in non-diabetics patients with hidradenitis suppurativa.||||||||Hidradenitis suppurativa (HS) is a chronic inflammatory disease associated with insulin resistance (IR), metabolic syndrome and increased cardiovascular risk. Adipokines are biologically active, pleotropic molecules which have been involved in the development of IR and in the pathogenesis of several chronic inflammatory conditions. The aim of the present study was to analyze serum concentrations of adiponectin, leptin, resistin and visfatin in patients with HS, and investigate their possible associations with IR, HS risk and disease severity. This case-control study enrolled 137 non-diabetic individuals (76 HS-patients and 61 age and sex-matched controls). Serum concentrations of adiponectin, leptin, resistin and visfatin, and the homeostasis model assessment of IR (HOMA-IR) were measured in all the participants. Serum adiponectin concentrations were found to be significantly lower, and leptin, resistin and visfatin levels were significantly higher in HS-patients than in controls. These differences remained significant even after adjusting for age, sex and body mass index, except for leptin. In a multivariate regression analysis, HOMA-IR was inversely correlated with adiponectin and positively associated with resistin levels. Furthermore, serum levels of resistin and visfatin were independently associated with HS risk. However, we found no association between serum levels of adipokines and HS severity. Our results suggest that reduced adiponectin and increased resistin serum levels may be surrogate biomarkers for IR in patients with HS. Moreover, resistin and visfatin might be independent risk factors for the development of HS.
b956a5ce08d982c145342b98e3667079828207e7fa51326cb87bd1c3bb957e59	_DISEASE_ Associated With _PROTEIN_ Use During Treatment of Hyperkalemia Among Emergency Department Patients.	PMID:31205332	Insulin	PR:000009054	[[29..36]]	Hypoglycemia	MONDO:0004946	[[0..12]]	null	110	Y	Hypoglycemia Associated With Insulin Use During Treatment of Hyperkalemia Among Emergency Department Patients.	Hypoglycemia Associated With Insulin Use During Treatment of Hyperkalemia Among Emergency Department Patients.|||||||| There is a concerning risk of hypoglycemia associated with insulin use during treatment of hyperkalemia in the emergency department. Standard insulin doses may not be appropriate in some cases like patients with lower baseline blood glucose. Further research is warranted to develop safer hyperkalemia treatment protocols that mitigate this high risk of hypoglycemia associated with insulin use.
952e71571922524d414cb6606995e3daf6da3a8f4103cb33aa0b38e7cb2ee41b	In this retrospective series, we report outcomes of allogeneic hematopoietic cell transplantation (HCT) in patients with _DISEASE_ associated with _PROTEIN_/SAMD9L mutations.	PMID:31306780	SAMD9	PR:000032773	[[159..164]]	hematologic disorders	MONDO:0005570	[[121..142]]	null	182	Y	In this retrospective series, we report outcomes of allogeneic hematopoietic cell transplantation (HCT) in patients with hematologic disorders associated with SAMD9/SAMD9L mutations.	Outcomes of Hematopoietic Cell Transplantation in Patients with Germline SAMD9/SAMD9L Mutations.||||||||Germline mutations in SAMD9 and SAMD9L genes cause MIRAGE (myelodysplasia, infection, restriction of growth, adrenal hypoplasia, genital phenotypes, and enteropathy) (OMIM: *610456) and ataxia-pancytopenia (OMIM: *611170) syndromes, respectively, and are associated with chromosome 7 deletions, myelodysplastic syndrome (MDS), and bone marrow failure. In this retrospective series, we report outcomes of allogeneic hematopoietic cell transplantation (HCT) in patients with hematologic disorders associated with SAMD9/SAMD9L mutations. Twelve patients underwent allogeneic HCT for MDS (n = 10), congenital amegakaryocytic thrombocytopenia (n = 1), and dyskeratosis congenita (n = 1). Exome sequencing revealed heterozygous mutations in SAMD9 (n = 6) or SAMD9L (n = 6) genes. Four SAMD9 patients had features of MIRAGE syndrome. Median age at HCT was 2.8 years (range, 1.2 to 12.8 years). Conditioning was myeloablative in 9 cases and reduced intensity in 3 cases. Syndrome-related comorbidities (diarrhea, infections, adrenal insufficiency, malnutrition, and electrolyte imbalance) were present in MIRAGE syndrome cases. One patient with a familial SAMD9L mutation, MDS, and morbid obesity failed to engraft and died of refractory acute myeloid leukemia. The other 11 patients achieved neutrophil engraftment. Acute post-transplant course was complicated by syndrome-related comorbidities in MIRAGE cases. A patient with SAMD9L-associated MDS died of diffuse alveolar hemorrhage. The other 10 patients had resolution of hematologic disorder and sustained peripheral blood donor chimerism. Ten of 12 patients were alive with a median follow-up of 3.1 years (range, 0.1 to 14.7 years). More data are needed to refine transplant approaches in SAMD9/SAMD9L patients with significant comorbidities and to develop guidelines for their long-term follow-up.
c4965f73058a5d5d0d3b9434309033ff1fa22ecf235647295ca86cd0a20e36e2	Large studies report a high variability of _DISEASE_ associated with _PROTEIN_.	PMID:31409088	DICER1	PR:000006478	[[66..72]]	tumors	MONDO:0005070	[[43..49]]	null	73	Y	Large studies report a high variability of tumors associated with DICER1.	DICER1 Syndrome.||||||||DICER1 syndrome is an inherited disorder that increases the risk of different types of malignant and benign tumors. The syndrome is caused by mutations in the DICER1 gene, which is located on the long arm of chromosome 14, region q32.13. Patients with DICER1 syndrome commonly develop pleuropulmonary blastoma (PPB), multinodular goiter, ovarian Sertoli-Leydig cell tumors, and/or other types of tumors. In approximately 35% of families with children manifesting PPB, further (and rather rare) malignancies may be observed, including cystic nephroma, nodular dysplasia of the thyroid gland, medulloepithelioma of the iris, embryonal rhabdomyosarcoma botryoid type, nasal epithelial hamartoma, pituitary blastoma, and/or pineoblastoma. Large studies report a high variability of tumors associated with DICER1. DICER1 syndrome, which is associated with an inherited predisposition to tumors, is inherited in an autosomal dominant pattern. Symptoms of DICER1 syndrome may vary, even within families. Preventive screening of carriers with causative mutations is complicated. Follow-up is undertaken as recommended by the 2016 International PPB Register. This work was supported by grant of Ministry of Health of the Czech Republic AZV 16-3329A. The authors declare they have no potential conflicts of interest concerning drugs, products, or services used in the study. The Editorial Board declares that the manuscript met the ICMJE recommendation for biomedical papers. Submitted: 4. 6. 2019 Accepted: 6. 6. 2019.
